"id_cliente_servico";"dia_vencimento";"valor";"plano";"meses_contrato";"qtd_atendimento";"qtd_ordemservico";"cidade";"contrato"
189195;dia 5;169.9;Ti5-BSB-Combo-VIP-400-MEGA-DESC20;8.0;8;5;Brasília;cancelado
189210;dia 4;169.9;Ti5-Combo-VIP-400-MEGA_DESC20;8.0;15;2;Águas Lindas de Goiás;cancelado
189211;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - SANTA MARIA;8.0;9;2;Brasília;cancelado
189213;dia 4;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;3;1;Águas Lindas de Goiás;cancelado
189214;dia 4;139.9;(Migrado - SKILL.NET) 350MEGA_BRAZ_DESC20;8.0;10;1;Brasília;cancelado
189218;dia 4;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;11;3;Águas Lindas de Goiás;cancelado
189219;dia 5;139.9;(Migrado - SKILL.NET) 350MEGA_BRAZ_DESC20;8.0;21;3;Brasília;cancelado
189226;dia 10;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;29;2;Águas Lindas de Goiás;cancelado
189243;dia 4;29.9;Telefonia - Lig Facil Residêncial;8.0;5;1;Águas Lindas de Goiás;cancelado
189248;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - NOVO GAMA;8.0;15;3;Novo Gama;cancelado
189256;dia 7;119.9;(Migrado - SKILL.NET) 250_MEGA_VAL_DESC20;8.0;5;4;Valparaíso de Goiás;cancelado
189263;dia 5;119.9;(Migrado - OBTI) 350MEGA - FTTH - SANTA MARIA;8.0;25;5;Brasília;cancelado
189270;dia 7;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;7;3;Águas Lindas de Goiás;cancelado
189274;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - OCIDENTAL;8.0;9;3;Cidade Ocidental;cancelado
189277;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - OCIDENTAL;8.0;15;2;Cidade Ocidental;cancelado
189280;dia 5;149.9;(Migrado - OBTI) 450MEGA - FTTH - SANTA MARIA;8.0;3;1;Brasília;cancelado
189281;dia 4;149.9;(Migrado - OBTI) 450MEGA - FTTH - SANTA MARIA;8.0;5;1;Brasília;cancelado
189286;dia 5;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;8;4;Águas Lindas de Goiás;cancelado
189287;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - SANTA MARIA;8.0;9;2;Brasília;cancelado
189291;dia 7;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;42;4;Águas Lindas de Goiás;cancelado
189292;dia 9;139.9;(Migrado - SKILL.NET) 350MEGA_VAL_DESC20;8.0;8;1;Valparaíso de Goiás;cancelado
189293;dia 14;149.9;(Migrado - OBTI) 450MEGA - FTTH - SANTA MARIA;8.0;31;2;Brasília;cancelado
189294;dia 90;119.99;(Migrado - KeGTELECOM) K&G-PLANO-PREMIUM-250-MB-SD;8.0;31;4;Águas Lindas de Goiás;cancelado
189296;dia 7;139.9;(Migrado - SKILL.NET) 350MEGA_BRAZ_DESC20;8.0;12;3;Brasília;cancelado
189301;dia 4;149.9;(Migrado - OBTI) 450MEGA - FTTH - OCIDENTAL;8.0;8;3;Cidade Ocidental;cancelado
189305;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - NOVO GAMA;8.0;20;3;Novo Gama;cancelado
189312;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - NOVO GAMA;8.0;11;2;Novo Gama;cancelado
189314;dia 6;149.9;(Migrado - OBTI) 450MEGA - FTTH;8.0;7;0;Luziânia;cancelado
189326;dia 11;0.0;(Migrado - KeGTELECOM) locação de infraestrutura;8.0;11;1;Águas Lindas de Goiás;cancelado
189327;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - NOVO GAMA;8.0;5;2;Novo Gama;cancelado
189330;dia 5;139.9;Ti5-BSB-FIBRA-300-MEGA_DESC20;8.0;10;4;Brasília;cancelado
189333;dia 7;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;3;3;Águas Lindas de Goiás;cancelado
189334;dia 10;119.9;(Migrado - OBTI) 350MEGA - FTTH - SANTA MARIA;8.0;1;0;Brasília;cancelado
189335;dia 5;169.9;(Migrado - SKILL.NET) 450_MEGA_BRAZ_DESC20;8.0;4;1;Brasília;cancelado
189337;dia 5;149.9;(Migrado - OBTI) 450MEGA - FTTH - OCIDENTAL;8.0;6;3;Cidade Ocidental;cancelado
189338;dia 4;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;1;1;Águas Lindas de Goiás;cancelado
189344;dia 7;129.99;(Migrado - KeGTELECOM) K&G-FIBRA-PRO-350-MEGA_DESC10;8.0;20;2;Águas Lindas de Goiás;cancelado
189348;dia 5;149.9;(Migrado - OBTI) 450MEGA - FTTH - SANTA MARIA;8.0;5;1;Brasília;cancelado
189349;dia 7;139.9;Ti5-BSB-FIBRA-300-MEGA_DESC20;8.0;2;1;Brasília;cancelado
189360;dia 6;149.9;(Migrado - OBTI) 450MEGA - FTTH - SANTA MARIA;8.0;7;3;Brasília;cancelado
189361;dia 4;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;7;3;Águas Lindas de Goiás;cancelado
189365;dia 7;129.99;(Migrado - KeGTELECOM) K&G-FIBRA-PRO-350-MEGA_DESC10;8.0;24;4;Águas Lindas de Goiás;cancelado
189366;dia 6;119.9;(Migrado - SKILL.NET) 250_MEGA_BRAZ_DESC20;8.0;9;1;Brasília;cancelado
189367;dia 6;149.9;(Migrado - OBTI) 450MEGA - FTTH - NOVO GAMA;8.0;6;3;Novo Gama;cancelado
189368;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - NOVO GAMA;8.0;12;1;Novo Gama;cancelado
189369;dia 4;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;35;2;Águas Lindas de Goiás;cancelado
189372;dia 6;149.9;(Migrado - OBTI) 450MEGA - FTTH - OCIDENTAL;8.0;14;2;Cidade Ocidental;cancelado
189380;dia 9;129.99;(Migrado - KeGTELECOM) K&G-FIBRA-PRO-350-MEGA_DESC10;8.0;10;2;Águas Lindas de Goiás;cancelado
189395;dia 4;149.9;(Migrado - OBTI) 450MEGA - FTTH - OCIDENTAL;7.0;11;1;Cidade Ocidental;cancelado
189399;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - NOVO GAMA;8.0;12;2;Novo Gama;cancelado
189400;dia 5;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;6;2;Águas Lindas de Goiás;cancelado
189401;dia 6;149.9;(Migrado - OBTI) 450MEGA - FTTH - SANTA MARIA;8.0;4;1;Brasília;cancelado
189402;dia 4;139.9;(Migrado - SKILL.NET) 350MEGA_VAL_DESC20;8.0;15;3;Valparaíso de Goiás;cancelado
189408;dia 90;149.9;(Migrado - OBTI) 450MEGA - FTTH;8.0;13;1;Cidade Ocidental;cancelado
189415;dia 5;149.9;(Migrado - OBTI) 450MEGA - FTTH - NOVO GAMA;8.0;11;1;Novo Gama;cancelado
189416;dia 10;149.9;(Migrado - OBTI) 450MEGA - FTTH - SANTA MARIA;8.0;13;2;Brasília;cancelado
189417;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - NOVO GAMA;8.0;28;4;Novo Gama;cancelado
189423;dia 7;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;1;0;Águas Lindas de Goiás;cancelado
189427;dia 5;119.9;Ti5-FIBRA-200-MEGA_DESC20;8.0;1;0;Águas Lindas de Goiás;cancelado
189429;dia 4;149.9;(Migrado - OBTI) 450MEGA - FTTH - NOVO GAMA;8.0;3;1;Novo Gama;cancelado
189434;dia 7;139.9;Ti5-BSB-FIBRA-300-MEGA_DESC20;8.0;14;4;Águas Lindas de Goiás;cancelado
189437;dia 5;139.9;ALLREDE-DP-E-DF-300MEGA-FIBRA_DESC20;8.0;8;2;Brasília;cancelado
189440;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - NOVO GAMA;8.0;5;2;Novo Gama;cancelado
189442;dia 7;119.9;Ti5-FIBRA-200-MEGA_DESC20;8.0;11;3;Águas Lindas de Goiás;cancelado
189446;dia 6;169.9;(Migrado - SKILL.NET) 450_MEGA_VAL_DESC20;8.0;47;3;Brasília;cancelado
189447;dia 9;149.9;(Migrado - OBTI) 450MEGA - FTTH - SANTA MARIA;8.0;6;1;Brasília;cancelado
189448;dia 9;169.9;(Migrado - SKILL.NET) 450_MEGA_VAL_DESC20;8.0;11;3;Valparaíso de Goiás;cancelado
189454;dia 7;139.9;(Migrado - SKILL.NET) 350MEGA_VAL_DESC20;8.0;6;3;Valparaíso de Goiás;cancelado
189455;dia 5;149.9;(Migrado - OBTI) 450MEGA - FTTH - SANTA MARIA;8.0;5;1;Brasília;cancelado
189456;dia 7;169.9;(Migrado - SKILL.NET) 450_MEGA_VAL_DESC20;8.0;13;1;Valparaíso de Goiás;cancelado
189457;dia 7;129.99;(Migrado - KeGTELECOM) K&G-FIBRA-PRO-350-MEGA_DESC10;8.0;29;3;Águas Lindas de Goiás;cancelado
189466;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - NOVO GAMA;8.0;16;1;Goiânia;cancelado
189470;dia 5;169.9;(Migrado - SKILL.NET) 450_MEGA_VAL_DESC20;8.0;17;2;Valparaíso de Goiás;cancelado
189477;dia 5;119.9;(Migrado - OBTI) 350MEGA - FTTH - SANTA MARIA;8.0;7;1;Brasília;cancelado
189480;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - NOVO GAMA;8.0;15;1;Novo Gama;cancelado
189483;dia 7;119.9;(Migrado - SKILL.NET) 250_MEGA_VAL_DESC20;8.0;8;3;Brasília;cancelado
189495;dia 4;119.9;(Migrado - SKILL.NET) 250_MEGA_BRAZ_DESC20;8.0;3;1;Brasília;cancelado
189497;dia 6;139.9;(Migrado - SKILL.NET) 350MEGA_BRAZ_DESC20;8.0;8;1;Brasília;cancelado
189500;dia 5;139.9;(Migrado - SKILL.NET) 350MEGA_BRAZ_DESC20;8.0;3;1;Brasília;cancelado
189501;dia 4;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;7;3;Águas Lindas de Goiás;cancelado
189502;dia 6;149.9;(Migrado - OBTI) 450MEGA - FTTH - NOVO GAMA;8.0;9;3;Novo Gama;cancelado
189509;dia 4;149.9;(Migrado - OBTI) 450MEGA - FTTH - NOVO GAMA;8.0;25;2;Novo Gama;cancelado
189511;dia 7;129.99;(Migrado - KeGTELECOM) K&G-FIBRA-PRO-350-MEGA_DESC10;8.0;17;2;Águas Lindas de Goiás;cancelado
189518;dia 4;149.9;(Migrado - OBTI) 450MEGA - FTTH - SANTA MARIA;8.0;6;1;Brasília;cancelado
189525;dia 7;99.9;(Migrado - OBTI) 250MEGA - FTTH - NOVO GAMA;8.0;5;1;Novo Gama;cancelado
189528;dia 7;169.9;(Migrado - SKILL.NET) 450_MEGA_VAL_DESC20;8.0;28;3;Valparaíso de Goiás;cancelado
189531;dia 9;119.9;TI9-FIBRA-200-MEGA_DESC20;8.0;27;2;Brasília;cancelado
189533;dia 7;119.9;(Migrado - OBTI) 350MEGA - FTTH - SANTA MARIA;8.0;10;1;Brasília;cancelado
189534;dia 5;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;2;2;Águas Lindas de Goiás;cancelado
189541;dia 7;139.9;Ti5-BSB-FIBRA-300-MEGA_DESC20;8.0;26;2;Brasília;cancelado
189544;dia 7;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;10;2;Águas Lindas de Goiás;cancelado
189549;dia 5;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;10;2;Águas Lindas de Goiás;cancelado
189551;dia 7;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;33;4;Águas Lindas de Goiás;cancelado
189553;dia 7;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;13;2;Cocalzinho de Goiás;cancelado
189555;dia 7;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;8;3;Águas Lindas de Goiás;cancelado
189556;dia 4;129.99;(Migrado - KeGTELECOM) K&G-FIBRA-PRO-350-MEGA_DESC10;8.0;1;1;Águas Lindas de Goiás;cancelado
189558;dia 5;29.9;Telefonia - Lig Facil Residêncial;8.0;7;2;Águas Lindas de Goiás;cancelado
189567;dia 6;149.9;(Migrado - OBTI) 450MEGA - FTTH - OCIDENTAL;8.0;11;2;Cidade Ocidental;cancelado
189568;dia 7;169.9;(Migrado - SKILL.NET) 450_MEGA_VAL_DESC20;8.0;18;2;Valparaíso de Goiás;cancelado
189577;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - NOVO GAMA;8.0;34;2;Novo Gama;cancelado
189579;dia 5;139.9;(Migrado - SKILL.NET) 350MEGA_BRAZ_DESC20;8.0;9;1;Brasília;cancelado
189590;dia 5;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;2;1;Águas Lindas de Goiás;cancelado
189592;dia 9;169.9;(Migrado - SKILL.NET) 450_MEGA_BRAZ_DESC20;8.0;7;1;Brasília;cancelado
189595;dia 4;119.9;(Migrado - SKILL.NET) 250_MEGA_BRAZ_DESC20;8.0;11;2;Brasília;cancelado
189597;dia 5;139.9;(Migrado - SKILL.NET) 350MEGA_BRAZ_DESC20;8.0;4;1;Brasília;cancelado
189608;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - OCIDENTAL;8.0;6;2;Cidade Ocidental;cancelado
189610;dia 5;169.9;(Migrado - SKILL.NET) 450_MEGA_VAL_DESC20;8.0;7;2;Brasília;cancelado
189613;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - NOVO GAMA;8.0;15;2;Novo Gama;cancelado
189615;dia 6;99.9;(Migrado - OBTI) 250MEGA - FTTH - SANTA MARIA;8.0;42;4;Brasília;cancelado
189618;dia 4;119.9;(Migrado - SKILL.NET) 250_MEGA_BRAZ_DESC20;8.0;27;3;Brasília;cancelado
189621;dia 5;149.9;(Migrado - OBTI) 450MEGA - FTTH - SANTA MARIA;8.0;23;4;Brasília;cancelado
189622;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - NOVO GAMA;8.0;23;2;Novo Gama;cancelado
189624;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - SANTA MARIA;8.0;7;1;Brasília;cancelado
189627;dia 4;119.9;(Migrado - SKILL.NET) 250_MEGA_VAL_DESC20;8.0;17;4;Luziânia;cancelado
189633;dia 5;139.9;(Migrado - SKILL.NET) 350MEGA_VAL_DESC20;8.0;12;4;Brasília;cancelado
189635;dia 5;149.9;(Migrado - OBTI) 450MEGA - FTTH - SANTA MARIA;8.0;9;2;Brasília;cancelado
189637;dia 5;139.9;Ti5-BSB-FIBRA-300-MEGA_DESC20;8.0;2;3;Brasília;cancelado
189641;dia 4;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;11;2;Águas Lindas de Goiás;cancelado
189644;dia 5;149.9;(Migrado - OBTI) 450MEGA - FTTH - OCIDENTAL;8.0;22;3;Cidade Ocidental;cancelado
189646;dia 7;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;1;0;Brasília;cancelado
189648;dia 7;139.9;ALLREDE-DP-350MEGA-FIBRA_DESC20;8.0;9;3;Valparaíso de Goiás;cancelado
189651;dia 4;169.9;Ti5-BSB-Combo-VIP-400-MEGA-DESC20;8.0;9;2;Brasília;cancelado
189655;dia 5;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;2;2;Águas Lindas de Goiás;cancelado
189656;dia 5;119.9;(Migrado - OBTI) 350MEGA - FTTH - NOVO GAMA;8.0;12;4;Novo Gama;cancelado
189660;dia 6;169.9;(Migrado - SKILL.NET) 450_MEGA_VAL_DESC20;8.0;8;3;Valparaíso de Goiás;cancelado
189661;dia 6;149.9;(Migrado - OBTI) 450MEGA - FTTH - OCIDENTAL;8.0;21;2;Cidade Ocidental;cancelado
189665;dia 5;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;14;3;Águas Lindas de Goiás;cancelado
189667;dia 5;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;8;1;Águas Lindas de Goiás;cancelado
189668;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - NOVO GAMA;8.0;21;2;Novo Gama;cancelado
189675;dia 6;119.9;(Migrado - OBTI) 350MEGA - FTTH - NOVO GAMA;8.0;6;2;Novo Gama;cancelado
189678;dia 7;29.9;Telefonia - Lig Facil Residêncial;8.0;1;0;Águas Lindas de Goiás;cancelado
189681;dia 7;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;4;2;Águas Lindas de Goiás;cancelado
189684;dia 4;169.9;(Migrado - SKILL.NET) 450_MEGA_VAL_DESC20;8.0;24;3;Valparaíso de Goiás;cancelado
189687;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - SANTA MARIA;8.0;31;2;Brasília;cancelado
189689;dia 7;129.99;(Migrado - KeGTELECOM) K&G-FIBRA-PRO-350-MEGA_DESC10;8.0;11;4;Águas Lindas de Goiás;cancelado
189692;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - OCIDENTAL;8.0;8;1;Cidade Ocidental;cancelado
189694;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - OCIDENTAL;8.0;14;2;Cidade Ocidental;cancelado
189695;dia 10;139.9;(Migrado - SKILL.NET) 350MEGA_BRAZ_DESC20;8.0;12;2;Brasília;cancelado
189696;dia 7;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;1;1;Águas Lindas de Goiás;cancelado
189698;dia 6;139.9;(Migrado - SKILL.NET) 350MEGA_BRAZ_DESC20;8.0;1;1;Brasília;cancelado
189701;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - OCIDENTAL;8.0;15;3;Cidade Ocidental;cancelado
189702;dia 7;149.9;ALLREDE-DP-E-DF-500MEGA-FIBRA;8.0;22;1;Brasília;cancelado
189707;dia 9;119.9;K&G-FIBRA-200-MEGA_DESC20;8.0;24;4;Águas Lindas de Goiás;cancelado
189709;dia 5;149.9;(Migrado - OBTI) 450MEGA - FTTH - SANTA MARIA;8.0;13;4;Brasília;cancelado
189710;dia 7;19.9;Telefonia - Lig Facil Basic;8.0;0;1;Águas Lindas de Goiás;cancelado
189712;dia 5;149.9;(Migrado - OBTI) 450MEGA - FTTH - SANTA MARIA;8.0;22;3;Brasília;cancelado
189713;dia 7;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;4;2;Águas Lindas de Goiás;cancelado
189715;dia 5;139.9;Ti5-BSB-FIBRA-300-MEGA_DESC20;8.0;31;1;Brasília;cancelado
189718;dia 7;169.9;(Migrado - SKILL.NET) 450_MEGA_BRAZ_DESC20;8.0;18;2;Brasília;cancelado
189722;dia 7;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;15;2;Águas Lindas de Goiás;cancelado
189726;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - NOVO GAMA;8.0;7;2;Novo Gama;cancelado
189729;dia 4;119.9;(Migrado - SKILL.NET) 250_MEGA_VAL_DESC20;8.0;16;1;Valparaíso de Goiás;cancelado
189733;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - SANTA MARIA;8.0;5;2;Brasília;cancelado
189735;dia 7;139.9;(Migrado - SKILL.NET) 350MEGA_BRAZ_DESC20;8.0;2;2;Brasília;cancelado
189736;dia 5;149.9;(Migrado - OBTI) 450MEGA - FTTH - OCIDENTAL;8.0;10;1;Cidade Ocidental;cancelado
189741;dia 14;119.9;(Migrado - SKILL.NET) 250_MEGA_VAL_DESC20;8.0;13;2;Valparaíso de Goiás;cancelado
189746;dia 80;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;11;1;Águas Lindas de Goiás;cancelado
189749;dia 7;139.9;(Migrado - SKILL.NET) 350MEGA_BRAZ_DESC20;8.0;6;2;Brasília;cancelado
189756;dia 7;139.9;(Migrado - SKILL.NET) 350MEGA_BRAZ_DESC20;8.0;6;2;Brasília;cancelado
189758;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - SANTA MARIA;8.0;11;2;Brasília;cancelado
189761;dia 9;129.9;(Migrado - KeGTELECOM) K&G-FIBRA-PRO-350-MEGA_DESC10;8.0;6;2;Águas Lindas de Goiás;cancelado
189764;dia 4;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;8;1;Águas Lindas de Goiás;cancelado
189766;dia 4;199.9;(Migrado - OBTI) 600MEGA - FTTH - SANTA MARIA;8.0;8;4;Brasília;cancelado
189767;dia 6;119.99;(Migrado - KeGTELECOM) K&G-PLANO-PREMIUM-250-MB-SD;8.0;1;1;Águas Lindas de Goiás;cancelado
189771;dia 7;139.9;(Migrado - SKILL.NET) 350MEGA_BRAZ_DESC20;8.0;6;1;Brasília;cancelado
189776;dia 5;169.9;(Migrado - SKILL.NET) 450_MEGA_VAL_DESC20;8.0;8;1;Valparaíso de Goiás;cancelado
189778;dia 5;139.9;(Migrado - SKILL.NET) 350MEGA_VAL_DESC20;8.0;12;2;Valparaíso de Goiás;cancelado
189780;dia 4;99.9;(Migrado - OBTI) 250MEGA - FTTH - NOVO GAMA;8.0;6;3;Novo Gama;cancelado
189785;dia 5;149.9;(Migrado - OBTI) 450MEGA - FTTH - SANTA MARIA;8.0;9;1;Brasília;cancelado
189787;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - OCIDENTAL;8.0;6;3;Cidade Ocidental;cancelado
189789;dia 5;119.9;(Migrado - SKILL.NET) 250_MEGA_VAL_DESC20;8.0;22;3;Valparaíso de Goiás;cancelado
189792;dia 4;169.9;(Migrado - SKILL.NET) 450_MEGA_VAL_DESC20;8.0;29;1;Brasília;cancelado
189807;dia 9;149.9;(Migrado - OBTI) 450MEGA - FTTH - NOVO GAMA;8.0;7;1;Novo Gama;cancelado
189808;dia 7;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;6;4;Águas Lindas de Goiás;cancelado
189813;dia 4;169.9;Ti5-Combo-VIP-400-MEGA_DESC20;8.0;2;1;Águas Lindas de Goiás;cancelado
189818;dia 7;129.99;(Migrado - KeGTELECOM) K&G-FIBRA-PRO-350-MEGA_DESC10;8.0;8;4;Águas Lindas de Goiás;cancelado
189819;dia 7;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;11;3;Águas Lindas de Goiás;cancelado
189821;dia 9;119.9;(Migrado - SKILL.NET) 250_MEGA_VAL_DESC20;8.0;3;2;Luziânia;cancelado
189823;dia 6;129.99;(Migrado - KeGTELECOM) K&G-FIBRA-PRO-350-MEGA_DESC10;8.0;23;2;Águas Lindas de Goiás;cancelado
189828;dia 6;149.9;(Migrado - OBTI) 450MEGA - FTTH - NOVO GAMA;8.0;6;3;Novo Gama;cancelado
189836;dia 7;119.9;(Migrado - SKILL.NET) 250_MEGA_VAL_DESC20;8.0;18;2;Goiânia;cancelado
189837;dia 4;129.99;(Migrado - KeGTELECOM) K&G-FIBRA-PRO-350-MEGA_DESC10;8.0;4;2;Águas Lindas de Goiás;cancelado
189842;dia 5;119.9;(Migrado - SKILL.NET) 250_MEGA_VAL_DESC20;8.0;27;2;Valparaíso de Goiás;cancelado
189846;dia 4;149.9;(Migrado - OBTI) 450MEGA - FTTH - SANTA MARIA;8.0;8;1;Brasília;cancelado
189848;dia 5;119.9;(Migrado - OBTI) 350MEGA - FTTH - NOVO GAMA;8.0;6;1;Novo Gama;cancelado
189850;dia 4;119.9;K&G-FIBRA-200-MEGA_DESC20;8.0;4;2;Águas Lindas de Goiás;cancelado
189851;dia 4;149.9;(Migrado - OBTI) 450MEGA - FTTH - SANTA MARIA;8.0;14;1;Brasília;cancelado
189867;dia 4;149.9;(Migrado - OBTI) 450MEGA - FTTH - SANTA MARIA;8.0;17;1;Brasília;cancelado
189888;dia 6;149.9;(Migrado - OBTI) 450MEGA - FTTH - NOVO GAMA;8.0;7;1;Novo Gama;cancelado
189892;dia 5;169.9;(Migrado - SKILL.NET) 450_MEGA_VAL_DESC20;8.0;14;3;Valparaíso de Goiás;cancelado
189894;dia 4;149.9;(Migrado - OBTI) 450MEGA - FTTH - SANTA MARIA;8.0;9;3;Brasília;cancelado
189907;dia 7;139.9;Ti5-BSB-FIBRA-300-MEGA_DESC20;8.0;1;0;Padre Bernardo;cancelado
189917;dia 7;169.9;(Migrado - SKILL.NET) 450_MEGA_VAL_DESC20;8.0;13;2;Valparaíso de Goiás;cancelado
189927;dia 9;119.9;K&G-FIBRA-200-MEGA_DESC20;8.0;17;3;Águas Lindas de Goiás;cancelado
189931;dia 12;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;12;2;Águas Lindas de Goiás;cancelado
189933;dia 7;139.9;Ti5-BSB-FIBRA-300-MEGA_DESC20;8.0;6;3;Brasília;cancelado
189935;dia 4;149.9;(Migrado - OBTI) 450MEGA - FTTH - SANTA MARIA;8.0;13;1;Brasília;cancelado
189939;dia 4;119.9;(Migrado - SKILL.NET) 250_MEGA_VAL_DESC20;8.0;8;1;Valparaíso de Goiás;cancelado
189941;dia 14;149.9;(Migrado - OBTI) 450MEGA - FTTH - NOVO GAMA;8.0;6;1;Novo Gama;cancelado
189947;dia 5;289.9;Ti5-VIP-400-MEGA (EMPRESARIAL);8.0;12;1;Águas Lindas de Goiás;cancelado
189953;dia 6;119.9;K&G-FIBRA-200-MEGA_DESC20;8.0;15;1;Águas Lindas de Goiás;cancelado
189954;dia 7;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;40;2;Águas Lindas de Goiás;cancelado
189955;dia 5;169.9;(Migrado - SKILL.NET) 450_MEGA_VAL_DESC20;8.0;17;2;Luziânia;cancelado
189959;dia 9;149.9;(Migrado - OBTI) 450MEGA - FTTH - NOVO GAMA;8.0;9;1;Novo Gama;cancelado
189964;dia 5;119.9;ALLREDE-DP-200MEGA-FIBRA-DESC20;8.0;4;1;Águas Lindas de Goiás;cancelado
189965;dia 7;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;10;3;Águas Lindas de Goiás;cancelado
189967;dia 6;129.99;(Migrado - KeGTELECOM) K&G-FIBRA-PRO-350-MEGA_DESC10;8.0;21;1;Águas Lindas de Goiás;cancelado
189968;dia 7;139.9;Ti5-FIBRA-300-MEGA_DESC20;8.0;6;3;Águas Lindas de Goiás;cancelado
189970;dia 7;149.9;(Migrado - OBTI) 450MEGA - FTTH - NOVO GAMA;8.0;6;2;Novo Gama;cancelado
189971;dia 10;169.9;(Migrado - SKILL.NET) 450_MEGA_VAL_DESC20;8.0;11;3;Valparaíso de Goiás;cancelado
189973;dia 7;119.9;K&G-FIBRA-200-MEGA_DESC20;8.0;12;2;Águas Lindas de Goiás;cancelado
189974;dia 7;129.99;(Migrado - KeGTELECOM) K&G-FIBRA-PRO-350-MEGA_DESC10;8.0;6;2;Águas Lindas de Goiás;cancelado
189975;dia 5;139.9;Ti5-BSB-FIBRA-300-MEGA_DESC20;8.0;9;4;Padre Bernardo;cancelado
189978;dia 4;99.9;(Migrado - OBTI) 250MEGA - FTTH - SANTA MARIA;8.0;6;2;Brasília;cancelado
189979;dia 9;119.9;(Migrado - SKILL.NET) 250_MEGA_BRAZ_DESC20;8.0;60;5;Brasília;cancelado
189982;dia 7;129.99;(Migrado - KeGTELECOM) K&G-FIBRA-PRO-350-MEGA_DESC10;8.0;7;3;Águas Lindas de Goiás;cancelado
189983;dia 4;119.9;(Migrado - OBTI) 350MEGA - FTTH - NOVO GAMA;8.0;34;4;Brasília;cancelado
189985;dia 7;139.9;ALLREDE-DP-300MEGA-FIBRA-DESC20;8.0;4;1;Brasília;cancelado
