"cod_servico";"dia_vencimento";"valor";"plano";"meses_contrato";"equipamento";"qtd_atendimento";"qtd_ordemservico";"cod_cidade";"contrato"
238857;5;139.9;1415;8.0;"";9;2;805;9
238859;25;109.9;1412;8.0;"";3;0;805;9
238860;4;139.9;1415;8.0;"";18;3;805;11
238861;4;139.9;1415;8.0;"";1;0;805;9
238862;89;169.9;4294;8.0;"";32;3;805;11
238866;7;139.9;4314;8.0;"";21;2;805;11
238869;6;139.9;4294;8.0;"";6;0;805;11
238870;90;109.9;4295;8.0;"";5;2;805;11
238872;9;139.9;4314;8.0;"";7;2;805;11
238873;5;169.9;4294;8.0;"";13;5;805;11
238875;88;139.9;1345;8.0;"";7;2;1093;9
238876;7;109.9;4295;8.0;"";23;5;805;11
238880;9;139.9;1415;8.0;"";23;1;805;14
238881;9;139.9;4285;8.0;"";12;4;953;11
238882;25;139.9;4294;8.0;"";25;3;805;11
238883;5;109.9;4283;8.0;"";5;1;953;11
238884;90;139.9;1415;8.0;"";2;0;805;9
238886;89;139.9;1415;8.0;"";11;4;805;9
238887;4;139.9;1415;8.0;"";29;2;805;14
238888;6;139.9;1345;8.0;"";9;1;953;9
238890;4;139.9;1415;8.0;"";12;2;805;11
238891;5;109.9;1412;8.0;"";14;2;805;9
238892;87;139.9;1345;8.0;"";5;2;953;9
238893;5;139.9;4294;8.0;"";22;3;805;11
238896;4;139.9;1415;8.0;"";10;0;805;9
238897;6;139.9;1415;8.0;"";13;3;805;9
238898;9;139.9;1345;8.0;"";24;1;953;14
238899;88;139.9;1415;8.0;"";6;0;805;11
238900;4;139.9;1415;8.0;"";16;1;805;11
238901;4;139.9;1415;8.0;"";4;1;805;11
238902;90;139.9;1415;8.0;"";2;2;805;9
238903;90;109.9;4295;8.0;"";4;1;805;11
238904;4;169.9;4294;8.0;"";3;0;805;11
238905;90;139.9;1415;8.0;"";4;1;805;9
238911;90;139.9;1415;8.0;"";9;0;805;11
238912;90;139.9;1415;8.0;"";15;1;805;11
238913;83;139.9;4294;8.0;"";3;0;805;11
238915;90;139.9;1345;8.0;"";11;2;1093;9
238916;4;139.9;1415;8.0;"";5;2;805;9
238917;88;139.9;1415;8.0;"";10;2;805;9
238918;90;139.9;1415;8.0;"";16;1;805;11
238919;88;139.9;1415;8.0;"";12;2;805;9
238920;90;139.9;1415;8.0;"";15;0;805;9
238921;90;139.9;1415;8.0;"";2;0;805;11
238922;4;139.9;1415;8.0;"";0;0;805;9
238923;81;109.9;4295;8.0;"";25;2;805;12
238924;4;109.9;4295;8.0;"";10;4;805;11
238925;4;109.9;4283;8.0;"";2;0;953;11
238928;6;139.9;4294;8.0;"";16;3;805;11
238930;4;139.9;1415;8.0;"";8;1;805;11
238933;4;139.9;1415;8.0;"";2;1;805;9
238935;7;109.9;1412;8.0;"";5;2;805;9
238937;25;139.9;1415;8.0;"";11;3;805;9
238938;25;109.9;4295;8.0;"";4;1;805;11
238940;4;139.9;1415;8.0;"";10;2;805;11
238941;80;109.9;1412;8.0;"";7;2;805;9
238942;88;139.9;1415;8.0;"";6;1;805;11
238943;86;139.9;1415;8.0;"";10;2;805;9
238944;7;139.9;4314;7.0;"";7;3;805;11
238945;4;139.9;1415;8.0;"";16;4;805;11
238946;4;139.9;1345;8.0;"";36;1;953;95
238947;7;109.9;4295;8.0;"";7;3;805;11
238948;7;139.9;1415;8.0;"";19;3;805;13
238958;5;139.9;4294;8.0;"";6;2;805;11
238959;90;139.9;1415;8.0;"";10;3;805;9
238960;6;139.9;1415;8.0;"";6;2;805;9
238963;4;139.9;1415;8.0;"";15;3;805;11
238964;6;139.9;1415;8.0;"";55;2;805;95
238965;5;139.9;4294;8.0;"";10;0;805;11
238966;4;169.9;1444;8.0;"";5;0;805;9
238971;4;169.9;1341;8.0;"";10;2;953;9
238972;13;109.9;4295;8.0;"";13;0;805;11
238973;94;139.9;1415;8.0;"";7;2;805;9
238974;25;139.9;1415;8.0;"";3;0;805;9
238975;92;139.9;4314;8.0;"";4;2;805;11
238976;4;139.9;1415;8.0;"";6;4;805;11
238977;9;139.9;1415;8.0;"";34;1;805;13
238978;5;109.9;4295;8.0;"";0;0;805;9
238979;10;109.9;4295;8.0;"";13;2;805;11
238981;88;139.9;1415;8.0;"";1;1;805;9
238982;4;139.9;1415;8.0;"";4;1;805;11
238983;4;139.9;1415;8.0;"";2;1;805;9
238984;10;139.9;4314;8.0;"";7;3;805;11
238985;5;139.9;4294;8.0;"";5;2;805;11
238986;5;139.9;4294;8.0;"";15;4;805;11
238987;85;139.9;4285;8.0;"";5;0;953;11
238988;7;139.9;4314;8.0;"";14;0;805;11
238989;4;139.9;1415;8.0;"";9;1;805;9
238990;25;139.9;1415;8.0;"";11;1;805;9
238991;6;139.9;1415;8.0;"";31;3;805;9
238992;4;139.9;1415;8.0;"";4;0;805;9
238993;5;139.9;1415;8.0;"";10;1;805;9
238994;91;109.9;1412;8.0;"";3;1;805;9
238995;5;139.9;4294;8.0;"";15;2;805;11
238996;4;139.9;1415;8.0;"";3;1;805;11
238997;86;139.9;1415;8.0;"";23;6;805;11
238998;9;139.9;4285;8.0;"";2;0;953;11
238999;90;139.9;1415;8.0;"";17;2;805;9
239000;7;139.9;4285;8.0;"";7;0;953;11
239001;88;109.9;4295;8.0;"";2;0;805;11
239004;10;139.9;4285;8.0;"";11;1;953;11
239009;4;139.9;1415;8.0;"";26;2;805;11
239014;89;139.9;1415;8.0;"";22;2;805;9
239015;83;139.9;1415;8.0;"";8;2;805;9
239019;5;139.9;4294;8.0;"";11;2;805;11
239020;25;139.9;4294;8.0;"";11;2;805;11
239021;5;139.9;1415;8.0;"";14;2;805;9
239022;5;169.9;4294;8.0;"";8;2;805;11
239023;5;139.9;1415;8.0;"";10;4;805;9
239024;88;169.9;4294;8.0;"";9;2;805;9
239025;5;139.9;4294;8.0;"";31;2;805;11
239026;6;139.9;1415;8.0;"";6;1;805;12
239027;5;109.9;4295;8.0;"";18;2;805;11
239031;4;139.9;1415;8.0;"";7;2;805;11
239032;5;139.9;1415;8.0;"";20;4;805;9
239033;5;139.9;1345;8.0;"";10;2;953;9
239034;5;139.9;4294;8.0;"";7;2;805;11
239035;25;109.9;1356;8.0;"";7;2;953;9
239037;5;139.9;4294;8.0;"";19;3;805;11
239038;7;139.9;1415;8.0;"";57;9;805;9
239039;5;139.9;1415;8.0;"";8;3;805;9
239042;5;139.9;1415;8.0;"";20;2;805;9
239043;5;139.9;4294;8.0;"";6;2;805;11
239051;9;139.9;4314;8.0;"";5;2;805;11
239053;6;139.9;1415;8.0;"";15;3;805;9
239054;4;139.9;1415;8.0;"";14;2;805;11
239055;88;139.9;1415;8.0;"";18;2;805;11
239057;12;109.9;4295;8.0;"";12;2;805;11
239063;13;139.9;1415;8.0;"";15;3;805;9
239064;12;139.9;1415;8.0;"";48;4;805;9
239068;87;139.9;4294;7.0;"";6;2;805;11
239071;4;139.9;1415;7.0;"";14;4;805;11
239072;4;194.0;4285;8.0;"";13;1;953;11
239074;5;139.9;4294;8.0;"";8;2;805;11
239079;12;169.9;4294;8.0;"";15;3;805;9
239080;4;139.9;1415;8.0;"";6;1;805;11
239081;7;109.9;4283;8.0;"";9;1;953;11
239082;5;139.9;4294;8.0;"";5;2;805;11
239084;4;109.9;4295;8.0;"";8;1;805;11
239085;97;139.9;4294;7.0;"";10;3;805;11
239086;4;139.9;1415;7.0;"";5;2;805;9
239088;7;139.9;4314;8.0;"";6;2;805;11
239089;5;109.9;4295;8.0;"";5;1;805;11
239091;5;139.9;1415;8.0;"";11;2;805;9
239092;4;139.9;1415;8.0;"";13;4;805;9
239093;5;139.9;4294;8.0;"";8;2;805;11
239095;86;169.9;1341;7.0;"";11;2;953;11
239104;4;139.9;1415;7.0;"";10;2;805;9
239105;5;139.9;1415;7.0;"";19;2;805;9
239109;5;139.9;4294;7.0;"";12;2;805;11
239110;5;139.9;4294;7.0;"";7;2;805;11
239112;5;139.9;4294;7.0;"";19;4;805;11
239113;5;139.9;4294;8.0;"";24;2;805;11
239114;13;109.9;4295;7.0;"";13;2;805;11
239115;13;109.9;4295;7.0;"";12;4;805;11
239117;13;139.9;4294;7.0;"";9;2;805;11
239119;5;139.9;4294;7.0;"";13;2;805;11
239120;4;139.9;1415;7.0;"";27;4;805;11
239121;4;139.9;1415;7.0;"";8;2;805;11
239122;4;139.9;1415;7.0;"";10;3;805;11
239124;5;139.9;4294;7.0;"";12;2;805;11
239125;5;169.9;4294;7.0;"";6;2;805;11
239130;4;139.9;1415;7.0;"";9;2;805;11
239131;82;139.9;1415;7.0;"";11;3;805;9
239132;82;139.9;1415;7.0;"";16;3;805;9
239133;13;109.9;4295;7.0;"";9;3;805;11
239134;4;139.9;1415;7.0;"";10;2;805;11
239136;5;109.9;4295;7.0;"";10;3;805;11
239137;11;109.9;4295;7.0;"";44;5;805;11
239138;5;139.9;4294;7.0;"";5;3;805;11
239139;97;139.9;4294;8.0;"";16;4;805;11
239144;88;139.9;1415;7.0;"";9;2;805;11
239145;13;109.9;4295;7.0;"";10;2;805;11
239146;82;139.9;4294;7.0;"";14;2;805;11
239148;97;139.9;4294;8.0;"";7;2;805;11
239149;82;109.9;4295;7.0;"";5;2;805;11
239152;83;139.9;1415;7.0;"";7;2;805;9
239153;6;109.9;4285;7.0;"";18;2;1093;11
239157;4;109.9;4283;7.0;"";10;1;953;11
239158;5;139.9;4294;7.0;"";14;3;805;11
239160;5;109.9;4295;7.0;"";5;2;805;11
239162;82;139.9;4294;7.0;"";10;1;805;11
239163;14;0.0;1368;7.0;"";3;0;805;9
239164;4;139.9;1415;7.0;"";8;2;805;11
239165;6;109.9;1412;7.0;"";11;3;805;9
239169;13;139.9;1415;7.0;"";11;4;805;9
239171;9;139.9;4314;7.0;"";12;3;805;11
239172;5;139.9;4294;7.0;"";4;1;805;11
239173;6;109.9;1412;7.0;"";21;3;805;9
239174;4;139.9;4285;7.0;"";11;2;953;11
239175;6;139.9;4294;7.0;"";9;2;805;11
239178;82;139.9;1415;7.0;"";11;3;805;9
239179;6;109.9;4295;7.0;"";9;1;805;11
239181;4;139.9;1415;7.0;"";12;3;805;11
239182;4;139.9;1415;7.0;"";10;1;805;11
239184;4;139.9;1415;7.0;"";5;2;805;11
239185;82;139.9;1345;7.0;"";9;2;1093;9
239186;6;139.9;1415;7.0;"";24;1;805;9
239187;6;139.9;1345;7.0;"";12;3;1093;9
239188;5;139.9;4294;7.0;"";9;1;805;11
239190;4;139.9;1415;8.0;"";15;0;805;11
239194;4;139.9;4285;7.0;"";46;3;953;11
239196;7;109.9;1412;7.0;"";13;2;805;9
239197;5;139.9;4294;7.0;"";10;2;805;11
239198;11;109.9;1412;7.0;"";12;2;805;9
239207;4;139.9;1415;7.0;"";11;2;805;9
239209;4;139.9;1415;7.0;"";15;3;805;11
239211;6;139.9;1415;7.0;"";5;2;805;12
239212;13;139.9;1415;7.0;"";9;2;953;11
239213;6;139.9;4294;7.0;"";8;2;805;11
239214;6;139.9;1415;7.0;"";11;2;805;9
239218;82;139.9;4294;7.0;"";29;1;805;11
239219;5;139.9;1415;7.0;"";11;2;805;9
239220;6;139.9;1345;7.0;"";11;4;1093;9
239222;83;139.9;4294;7.0;"";15;2;805;11
239224;5;139.9;1415;7.0;"";11;4;805;9
239225;5;109.9;4295;7.0;"";9;2;805;11
239227;6;109.9;4295;7.0;"";24;4;805;11
239229;6;139.9;1415;7.0;"";40;5;805;9
239230;4;139.9;4285;7.0;"";13;2;1093;9
239231;4;139.9;1415;7.0;"";29;3;805;9
239232;6;139.9;1415;7.0;"";11;5;805;9
239233;4;109.9;4283;7.0;"";8;1;953;11
239234;4;139.9;1415;7.0;"";9;1;805;9
239235;5;109.9;1412;7.0;"";16;2;805;11
239246;4;139.9;1415;7.0;"";17;1;805;9
239249;83;139.9;1415;7.0;"";19;3;805;9
239250;5;139.9;4294;7.0;"";11;7;805;11
239255;5;109.9;4295;7.0;"";25;3;805;14
239257;91;139.9;1415;7.0;"";13;2;805;11
239260;4;139.9;1415;7.0;"";12;2;805;11
239262;4;139.9;1415;7.0;"";9;2;805;11
239263;5;169.9;1444;7.0;"";9;2;805;9
239268;9;109.9;4295;7.0;"";5;1;805;11
239271;5;109.9;4295;7.0;"";8;2;805;14
239273;6;139.9;1345;7.0;"";1;0;953;9
239274;83;139.9;4294;7.0;"";5;2;805;11
239276;87;139.9;1345;7.0;"";14;2;953;9
239280;4;139.9;1415;7.0;"";37;4;805;11
239281;83;139.9;4294;7.0;"";7;3;805;11
239282;95;139.9;1415;7.0;"";16;2;805;9
239285;6;139.9;1415;7.0;"";8;2;805;9
239286;5;139.9;4285;7.0;"";12;2;953;9
239288;6;139.9;1415;7.0;"";11;2;805;9
239290;14;169.9;4294;7.0;"";9;1;805;11
239291;87;139.9;1345;7.0;"";17;3;1093;9
239293;6;109.9;4295;7.0;"";9;1;805;11
239295;6;139.9;4294;7.0;"";6;2;805;11
239299;6;139.9;1415;7.0;"";19;1;805;13
239300;12;109.9;4295;7.0;"";12;2;805;11
239303;5;139.9;4294;7.0;"";7;1;805;11
239307;6;139.9;4285;7.0;"";11;3;805;9
239308;6;139.9;1415;7.0;"";9;3;805;9
239310;6;139.9;1415;7.0;"";29;3;805;95
239312;87;139.9;4294;7.0;"";20;6;805;11
239313;25;139.9;1415;7.0;"";24;1;805;9
239317;5;139.9;4294;7.0;"";18;2;805;11
239318;85;109.9;1412;7.0;"";6;2;805;11
239319;6;139.9;4294;7.0;"";6;2;805;11
239320;7;139.9;4314;7.0;"";5;1;805;11
239321;83;139.9;4294;7.0;"";22;6;805;11
239322;7;139.9;1345;7.0;"";53;8;1093;9
239324;6;139.9;4285;7.0;"";4;1;953;11
239326;87;139.9;4294;7.0;"";4;1;805;11
239327;91;139.9;1415;7.0;"";13;3;805;9
239328;5;139.9;1415;7.0;"";11;2;805;9
239329;6;139.9;4294;7.0;"";8;3;805;11
239330;6;139.9;4294;7.0;"";7;2;805;11
239338;7;139.9;1415;7.0;"";29;3;805;95
239339;87;139.9;4285;7.0;"";7;1;953;11
239340;4;139.9;4285;6.0;"";4;2;953;11
239341;6;109.9;4295;7.0;"";1;0;805;9
239343;6;139.9;4285;7.0;"";8;2;953;11
239344;6;139.9;1415;7.0;"";6;2;805;11
239345;91;109.9;4295;7.0;"";28;2;805;11
239346;6;139.9;4294;7.0;"";9;2;805;11
239348;5;139.9;4294;7.0;"";11;2;805;11
239349;5;139.9;4294;7.0;"";13;3;805;11
239350;84;139.9;1415;7.0;"";6;2;805;9
239351;5;109.9;1356;7.0;"";18;2;1093;14
239352;6;139.9;4294;7.0;"";7;2;805;11
239353;84;139.9;4285;7.0;"";9;1;953;11
239355;81;139.9;4314;7.0;"";4;1;805;11
239356;6;139.9;4285;7.0;"";38;5;805;11
239357;7;109.9;4283;7.0;"";6;1;953;11
239361;6;139.9;1415;7.0;"";27;4;805;9
239363;6;109.9;1356;7.0;"";50;2;1093;14
239364;5;169.9;1444;7.0;"";8;1;805;9
239365;6;109.9;1412;7.0;"";13;3;805;9
239367;86;139.9;1345;7.0;"";10;2;953;9
239369;4;139.9;1415;7.0;"";9;2;805;11
239370;4;139.9;4285;7.0;"";17;3;953;11
239371;84;139.9;1415;7.0;"";6;1;805;9
239372;4;139.9;1415;7.0;"";7;2;805;11
239373;4;139.9;1415;7.0;"";8;2;805;11
239374;7;139.9;1415;7.0;"";11;3;805;9
239375;7;109.9;1412;7.0;"";19;3;805;9
239376;4;139.9;1415;7.0;"";5;2;805;11
239379;6;139.9;4294;7.0;"";10;2;805;11
239380;4;139.9;1415;7.0;"";21;2;805;11
239383;5;139.9;1415;7.0;"";11;2;805;9
239385;7;139.9;1415;7.0;"";9;2;805;9
239387;7;109.9;1356;7.0;"";2;0;953;9
239389;4;109.9;4283;7.0;"";11;1;1093;11
239390;4;109.9;4295;7.0;"";13;2;805;9
239391;4;139.9;1415;7.0;"";39;2;805;14
239392;7;169.9;1444;7.0;"";5;2;805;9
239393;6;139.9;4294;7.0;"";5;2;805;11
239394;4;139.9;4285;7.0;"";4;1;953;11
239396;88;169.9;1444;7.0;"";8;2;805;9
239397;7;139.9;1415;7.0;"";61;2;805;95
239398;7;139.9;1345;7.0;"";26;4;953;9
239399;4;139.9;1415;7.0;"";7;1;805;11
239402;5;139.9;4294;7.0;"";27;4;805;11
239406;6;139.9;1415;7.0;"";8;2;805;9
239408;6;139.9;1415;7.0;"";15;3;805;9
239409;6;139.9;1415;7.0;"";42;2;805;95
239410;6;139.9;4294;7.0;"";7;2;805;11
239413;7;139.9;1415;7.0;"";10;3;805;9
239414;5;139.9;1415;7.0;"";28;4;805;9
239415;5;139.9;4294;7.0;"";11;2;805;11
239416;6;139.9;1415;7.0;"";9;2;805;9
239417;6;169.9;1444;7.0;"";10;4;805;9
239418;4;109.9;4295;7.0;"";11;2;805;11
239419;93;109.9;4295;7.0;"";7;1;805;11
239423;5;109.9;4295;7.0;"";10;3;805;11
239424;93;139.9;1345;7.0;"";10;1;953;9
239426;4;139.9;1415;7.0;"";8;1;805;11
239427;5;139.9;4294;7.0;"";10;3;805;11
239428;7;139.9;4314;7.0;"";11;1;805;11
239430;6;109.9;1356;7.0;"";12;2;953;9
239431;6;109.9;1412;7.0;"";13;4;805;9
239434;5;139.9;1415;7.0;"";17;2;805;9
239435;93;139.9;4314;7.0;"";7;1;805;11
239438;4;139.9;1415;7.0;"";22;3;805;11
239439;7;139.9;1415;7.0;"";3;1;1093;9
239443;4;109.9;4295;7.0;"";20;3;805;9
239446;4;109.9;4295;7.0;"";2;0;805;11
239449;7;139.9;1415;7.0;"";3;2;1093;9
239450;9;169.9;4285;7.0;"";11;3;953;11
239451;4;139.9;1415;7.0;"";11;2;805;9
239452;4;399.0;1437;7.0;"";3;1;805;11
239453;5;139.9;4294;7.0;"";4;2;805;11
239454;5;139.9;4294;7.0;"";10;2;805;11
239455;5;139.9;4294;7.0;"";5;2;805;11
239457;4;139.9;1415;7.0;"";3;1;953;9
239458;7;139.9;4314;7.0;"";8;2;805;11
239464;4;109.9;4295;7.0;"";7;1;805;11
239466;5;139.9;4294;7.0;"";3;2;805;11
239471;81;139.9;1415;7.0;"";14;3;805;9
239473;14;109.9;4283;7.0;"";10;1;953;11
239475;4;109.9;4295;7.0;"";20;3;805;9
239476;4;139.9;1415;7.0;"";8;1;805;9
239478;5;139.9;4294;7.0;"";11;2;805;11
239479;5;139.9;4294;7.0;"";8;2;805;11
239480;5;109.9;4295;7.0;"";11;3;805;11
239483;93;139.9;1415;7.0;"";31;5;805;9
239485;4;139.9;1415;7.0;"";3;1;953;9
239486;10;139.9;4314;7.0;"";9;2;805;11
239487;9;139.9;4314;7.0;"";5;2;805;11
239488;7;139.9;1415;7.0;"";15;4;805;9
239489;4;139.9;1415;7.0;"";12;3;805;9
239491;14;0.0;1434;7.0;"";5;2;953;11
239492;4;169.9;1444;7.0;"";22;2;805;9
239494;11;139.9;4314;7.0;"";11;2;805;11
239498;93;139.9;4314;7.0;"";4;1;805;12
239499;7;139.9;1415;7.0;"";14;3;805;9
239500;9;169.9;4285;7.0;"";5;1;953;11
239504;81;139.9;1415;7.0;"";17;3;805;9
239505;5;0.0;1412;7.0;"";1;0;805;11
239507;4;30.0;1423;7.0;"";0;0;805;11
239509;11;139.9;4285;7.0;"";6;1;953;9
239510;6;139.9;1415;7.0;"";12;3;805;9
239511;4;149.9;1279;7.0;"";10;1;805;9
239512;4;139.9;1415;7.0;"";5;2;805;11
239513;81;109.9;4295;7.0;"";5;2;805;11
239514;9;139.9;4314;7.0;"";5;1;805;11
239515;4;139.9;1415;7.0;"";8;1;805;11
239516;10;109.9;1356;7.0;"";25;3;1093;13
239518;5;109.9;1356;7.0;"";29;1;953;95
239519;5;109.9;4295;7.0;"";15;4;805;9
239520;83;109.9;4295;7.0;"";6;2;805;11
239522;10;109.9;4295;7.0;"";16;3;805;11
239523;6;139.9;1415;7.0;"";15;3;805;12
239524;5;109.9;1412;7.0;"";12;3;805;9
239525;95;139.9;4314;7.0;"";9;1;805;11
239526;81;109.9;4295;7.0;"";5;2;805;11
239527;94;139.9;1415;7.0;"";6;3;805;9
239529;81;139.9;4314;7.0;"";17;3;805;11
239530;4;109.9;1412;7.0;"";29;3;805;9
239531;10;139.9;1415;7.0;"";9;2;805;13
239535;4;139.9;1415;7.0;"";8;2;805;11
239536;5;139.9;1415;7.0;"";24;3;805;9
239539;4;109.9;4295;7.0;"";5;2;805;11
239541;86;109.9;1412;7.0;"";20;4;805;9
239543;6;139.9;4294;7.0;"";4;1;805;11
239544;81;139.9;1415;7.0;"";15;3;805;9
239546;7;139.9;4285;7.0;"";7;0;1093;11
239547;4;139.9;1345;7.0;"";22;3;953;9
239548;4;109.9;4295;7.0;"";10;5;805;11
239555;4;109.9;4295;7.0;"";21;4;805;11
239556;10;139.9;1415;7.0;"";13;3;805;9
239558;7;109.9;4295;7.0;"";16;3;805;11
239561;6;139.9;1415;7.0;"";27;3;805;9
239563;92;139.9;1415;7.0;"";25;3;805;9
239565;4;139.9;1415;7.0;"";17;3;805;9
239566;11;139.9;1415;7.0;"";16;4;805;9
239569;90;139.9;1415;7.0;"";14;3;805;9
239570;4;139.9;1415;7.0;"";20;4;805;9
239571;7;139.9;4314;7.0;"";23;2;805;12
239572;6;139.9;1345;7.0;"";8;2;1093;9
239573;88;169.9;4294;7.0;"";13;3;805;11
239575;4;109.9;1356;7.0;"";16;2;1093;9
239576;10;139.9;4285;7.0;"";15;2;1093;11
239577;5;139.9;1415;7.0;"";5;1;805;9
239578;5;139.9;4285;7.0;"";9;4;953;11
239580;80;109.9;1356;7.0;"";16;4;953;9
239581;7;139.9;4314;7.0;"";40;1;805;12
239586;10;109.9;4283;7.0;"";13;1;1093;11
239590;5;139.9;4294;7.0;"";6;2;805;11
239596;14;139.9;1345;7.0;"";8;3;1093;9
239598;5;109.9;1356;7.0;"";8;1;953;9
239599;5;139.9;4294;7.0;"";8;2;805;11
239602;5;139.9;4294;7.0;"";7;2;805;11
239603;5;109.9;4295;7.0;"";8;1;805;11
239604;5;139.9;4294;7.0;"";18;4;805;11
239605;97;139.9;4294;7.0;"";11;1;805;11
239606;10;139.9;1415;7.0;"";8;3;805;9
239607;10;139.9;1415;7.0;"";8;3;805;9
239608;86;139.9;1345;7.0;"";5;1;953;9
239609;14;139.9;1415;7.0;"";8;1;805;9
239611;9;139.9;1345;7.0;"";10;4;953;9
239612;4;139.9;4285;7.0;"";14;2;953;11
239613;4;139.9;1415;7.0;"";24;3;805;9
239614;4;139.9;1415;7.0;"";10;2;805;11
239616;4;109.9;4295;7.0;"";9;1;805;11
239618;4;169.9;1341;7.0;"";11;2;953;9
239620;4;139.9;1415;7.0;"";11;1;805;11
239622;9;109.9;4295;7.0;"";11;2;805;11
239623;88;139.9;1415;7.0;"";5;1;805;11
239630;14;139.9;1415;7.0;"";16;3;805;9
239632;91;139.9;1415;7.0;"";7;3;805;9
239633;6;139.9;4294;7.0;"";7;1;805;11
239634;4;169.9;4294;7.0;"";6;1;805;11
239636;5;169.9;1444;7.0;"";9;2;805;9
239639;4;139.9;1415;7.0;"";14;2;805;14
239640;4;139.9;1415;7.0;"";7;2;805;11
239641;9;139.9;4285;7.0;"";4;1;953;11
239642;88;109.9;4295;7.0;"";7;2;805;11
239644;5;139.9;1415;3.0;"";2;1;805;9
239645;95;139.9;1415;7.0;"";14;2;805;9
239646;14;139.9;4314;7.0;"";6;2;805;11
239647;4;139.9;4285;7.0;"";8;2;953;11
239650;5;139.9;4294;7.0;"";7;2;805;11
239651;4;109.9;4295;7.0;"";11;1;805;11
239652;5;139.9;4285;7.0;"";20;1;1093;11
239653;5;109.9;4295;6.0;"";8;1;805;11
239654;5;109.9;4295;7.0;"";5;2;805;11
239655;10;139.9;4314;7.0;"";17;2;805;11
239656;10;139.9;1415;7.0;"";14;2;805;9
239657;7;169.9;4294;7.0;"";9;2;805;11
239658;4;139.9;4285;7.0;"";4;1;953;11
239659;83;139.9;4294;7.0;"";6;3;805;11
239660;7;109.9;4295;7.0;"";5;2;805;11
239661;14;109.9;4295;7.0;"";9;1;805;11
239664;5;139.9;1415;7.0;"";4;1;805;9
239665;4;109.9;4295;7.0;"";3;1;805;11
239666;4;109.9;4295;7.0;"";5;1;805;11
239668;9;109.9;4295;7.0;"";5;1;805;11
239669;88;109.9;4295;7.0;"";6;2;805;11
239674;5;139.9;4285;7.0;"";8;2;953;11
239675;5;139.9;1415;7.0;"";18;1;805;9
239677;5;139.9;4285;7.0;"";10;3;953;9
239680;14;139.9;1415;7.0;"";31;4;805;14
239685;10;149.9;1285;7.0;"{""onu_type"":""HG260""}";6;2;1047;9
239686;7;149.9;1285;7.0;"{""onu_type"":""HG260""}";13;2;1047;9
239687;6;149.9;1279;7.0;"";9;1;805;9
239688;5;169.9;656;7.0;"";9;2;890;9
239691;4;149.9;1285;7.0;"";22;2;1047;9
239692;5;119.9;1283;7.0;"";7;1;1047;9
239693;4;139.9;1415;7.0;"";8;4;805;11
239694;4;119.9;628;7.0;"{""interface"":""gpon-onu_1\/8\/6:19"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""8661m""}";3;1;1122;11
239695;7;29.9;509;7.0;"";2;0;890;9
239697;9;139.9;4286;7.0;"{""interface"":""gpon-onu_1\/4\/16:122"",""onu_type"":""F670LV1.1.01\r"",""state"":""working"",""distance"":""2120m"",""ont_rx_power"":-28.168,""rx_signal"":-23.98}";4;2;890;11
239698;7;129.99;4287;7.0;"";3;2;890;11
239700;4;139.9;1415;7.0;"";8;1;805;11
239701;7;139.9;527;7.0;"";12;5;948;9
239702;87;139.9;1345;7.0;"";28;1;953;95
239703;4;119.9;655;7.0;"{""interface"":""gpon-onu_1\/2\/1:88"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""2267m"",""ont_rx_power"":-24.179,""rx_signal"":-21.299}";8;2;805;11
239705;4;109.9;4295;7.0;"";3;1;805;11
239707;4;119.9;655;7.0;"";5;2;1052;9
239708;7;119.9;4292;7.0;"{""interface"":""gpon-onu_1\/1\/3:128"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""3337m""}";1;1;805;11
239709;7;149.9;1285;7.0;"";9;1;1047;9
239711;9;139.9;4314;7.0;"";14;2;805;11
239713;4;109.9;4295;7.0;"";4;1;805;11
239715;4;139.9;695;7.0;"";9;2;805;9
239716;9;149.9;1279;7.0;"";19;2;805;9
239717;4;139.9;1415;7.0;"";7;3;805;11
239718;5;139.9;527;7.0;"{""interface"":""gpon-onu_1\/3\/1:56"",""onu_type"":""F670LV1.1.01\r"",""state"":""DyingGasp"",""distance"":""242m"",""ont_rx_power"":0,""rx_signal"":0}";7;2;890;13
239719;4;129.99;1321;7.0;"";18;2;890;9
239721;10;139.9;4314;7.0;"";16;4;805;11
239722;4;119.9;1283;7.0;"{""onu_type"":""5506-01-A1""}";8;1;1047;11
239723;10;139.9;4314;7.0;"";21;3;805;11
239724;7;99.9;2050;7.0;"{""onu_type"":""HG260""}";17;1;1047;11
239725;4;139.9;4204;7.0;"";2;1;805;11
239726;7;139.9;629;7.0;"";5;2;1122;9
239727;5;139.9;527;7.0;"{""interface"":""gpon-onu_1\/2\/14:43"",""onu_type"":""F670LV1.1.01\r"",""state"":""DyingGasp"",""distance"":""7313m"",""ont_rx_power"":0,""rx_signal"":0}";14;2;890;11
239729;5;139.9;4294;7.0;"";7;2;805;11
239731;11;139.9;4314;7.0;"";11;1;805;11
239734;4;139.9;1415;7.0;"";28;2;805;9
