"cod_servico";"dia_vencimento";"valor";"plano";"meses_contrato";"equipamento";"qtd_atendimento";"qtd_ordemservico";"cod_cidade";"contrato"
40791;5;169.9;446;6.0;"";1;1;948;9
45741;6;169.9;450;6.0;"";1;0;805;9
53371;6;29.9;509;7.0;"";2;1;890;9
53622;14;109.9;430;4.0;"";2;0;890;9
56124;6;19.9;507;7.0;"";1;1;805;11
57694;7;29.9;509;7.0;"";1;1;890;9
64598;5;29.9;509;7.0;"";4;1;890;9
65737;4;200.0;91;6.0;"";8;0;1093;9
66917;7;139.9;527;7.0;"";4;2;890;9
66941;7;29.9;509;7.0;"";2;1;805;9
67504;4;169.9;442;8.0;"{""interface"":""gpon-onu_1\/6\/3:78"",""onu_type"":""F670LV1.1.01\r"",""state"":""working"",""distance"":""1746m"",""ont_rx_power"":-24.59,""rx_signal"":-21.805}";5;1;890;11
108199;4;0.0;660;4.0;"{""interface"":""gpon-onu_1\/1\/7:33"",""onu_type"":""ZTE-F680\r"",""state"":""working"",""distance"":""14818m""}";19;1;805;11
108833;5;169.9;694;3.0;"";1;1;1122;9
114494;5;139.9;695;7.0;"{""onu_type"":""HG260""}";5;3;805;9
114660;4;119.9;655;7.0;"";8;3;805;9
116420;4;99.9;655;8.0;"";2;1;805;9
116424;4;119.9;4141;5.0;"{""onu_type"":""AN5506-SFU""}";10;3;805;11
117124;6;169.9;656;3.0;"";2;1;1122;9
117844;6;119.9;628;0.0;"";7;1;1122;9
118297;4;119.9;628;3.0;"";0;0;1122;9
118840;4;169.9;656;6.0;"";22;6;805;9
118910;5;139.9;4323;3.0;"";47;3;1122;11
119647;5;169.9;696;6.0;"";1;1;1122;9
119986;7;139.9;629;6.0;"";5;1;1122;9
119987;10;139.9;629;8.0;"";11;3;1015;9
120515;5;169.9;696;8.0;"{""interface"":""gpon-onu_1\/4\/10:38"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""6306m""}";41;5;1122;14
120961;4;0.0;627;6.0;"";0;0;805;9
121095;7;169.9;656;8.0;"";8;3;805;9
121279;4;169.9;696;7.0;"{""interface"":""gpon-onu_1\/8\/4:66"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""9481m""}";8;2;1122;11
121307;5;119.9;628;3.0;"";2;1;1052;9
121390;4;169.9;696;8.0;"";1;1;1015;9
121524;7;139.9;4323;8.0;"";16;1;1015;9
121576;5;139.9;629;8.0;"";10;1;1122;9
121590;7;139.9;629;8.0;"";10;4;1015;9
121592;5;139.9;695;7.0;"";15;1;805;9
121595;5;139.9;695;8.0;"{""interface"":""gpon-onu_1\/1\/14:44"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""861m""}";9;1;805;9
121618;5;139.9;629;8.0;"";23;3;1122;9
121620;4;119.9;4292;8.0;"";10;1;805;11
121622;6;139.9;4372;7.0;"{""onu_type"":""HG260""}";4;1;805;11
121635;7;119.9;4290;8.0;"{""interface"":""gpon-onu_1\/2\/8:60"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""1296m""}";17;4;1122;11
121673;6;139.9;629;7.0;"{""onu_type"":""HG260""}";8;3;1122;9
121681;5;139.9;4323;8.0;"{""interface"":""gpon-onu_1\/8\/4:58"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""8824m""}";8;3;1122;11
121682;10;139.9;695;8.0;"{""onu_type"":""HG260""}";43;2;1122;9
121685;5;139.9;629;8.0;"";21;2;1122;9
121693;5;139.9;629;8.0;"";8;1;1015;9
121696;6;139.9;629;8.0;"";29;1;1015;9
121743;6;139.9;629;8.0;"";12;2;1122;9
121745;4;139.9;629;8.0;"{""interface"":""gpon-onu_1\/3\/1:53"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""3293m""}";29;1;1122;13
121772;7;139.9;629;8.0;"{""onu_type"":""AN5506-01-A1""}";10;1;1122;13
121818;5;139.9;629;8.0;"";0;0;1122;9
121826;4;139.9;629;7.0;"";11;3;1015;9
121828;5;139.9;4323;8.0;"";16;2;1122;11
121830;5;119.9;4292;8.0;"{""interface"":""gpon-onu_1\/2\/6:104"",""onu_type"":""ZTE-F601\r\r"",""state"":""working"",""distance"":""4815m"",""ont_rx_power"":-30.456,""rx_signal"":-26.192}";17;3;805;11
121831;5;139.9;4323;8.0;"";21;2;1122;11
121847;5;139.9;4323;8.0;"{""interface"":""gpon-onu_1\/2\/2:29"",""onu_type"":""ZTE-F601\r\r"",""state"":""working"",""distance"":""1693m"",""ont_rx_power"":-21.261,""rx_signal"":-18.418}";6;2;1052;11
121849;6;139.9;629;8.0;"";15;2;1122;9
121851;4;139.9;629;8.0;"[]";15;2;1122;11
121861;5;139.9;4323;8.0;"{""onu_type"":""HG260""}";18;1;1122;11
121867;6;139.9;695;8.0;"";13;1;805;9
121879;4;139.9;629;8.0;"{""interface"":""gpon-onu_1\/3\/11:37"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""4359m""}";14;1;1122;11
121896;7;139.9;629;8.0;"";23;2;1122;9
121910;10;139.9;629;8.0;"";28;2;1122;9
121924;4;139.9;629;8.0;"";17;3;1122;11
121927;6;119.9;4292;8.0;"{""onu_type"":""unKnown""}";24;4;805;11
121931;5;139.9;629;8.0;"";8;2;1122;9
121932;6;119.9;628;7.0;"";9;4;1015;9
121941;6;139.9;4323;8.0;"";11;3;1122;9
121973;4;169.9;696;8.0;"";2;1;1122;9
121983;6;139.9;4323;8.0;"{""name"":""70919946127"",""model"":""ZTE-F601"",""distance"":""1229m"",""tx_signal"":""no signal"",""rx_signal"":""N\/A""}";21;3;1122;11
122119;7;139.9;629;8.0;"[]";14;4;1122;9
163515;7;99.9;1042;3.0;"";3;2;805;9
163871;4;99.9;1042;6.0;"";5;0;805;9
164189;6;199.9;1046;3.0;"";1;1;805;9
164249;6;149.9;1285;8.0;"";23;4;1047;9
164955;4;149.9;1285;6.0;"";10;3;1047;9
166066;4;119.9;1081;8.0;"[]";7;2;805;11
166410;5;119.9;1045;2.0;"";1;0;1122;9
166645;7;199.9;1284;8.0;"";1;0;1047;9
167429;4;149.9;1279;7.0;"{""onu_type"":""HG260""}";13;5;805;9
167819;9;0.0;4203;8.0;"";2;1;805;11
167976;4;119.9;1081;8.0;"{""onu_type"":""5506-01-A1""}";13;1;805;11
167982;6;119.9;2007;8.0;"";24;2;947;11
168006;5;119.9;2007;8.0;"{""onu_type"":""HG260""}";13;2;1047;11
168014;5;119.9;1283;7.0;"";23;3;1047;9
168015;4;119.9;1283;8.0;"{""onu_type"":""HG260""}";11;1;805;11
168059;6;99.9;4203;8.0;"";14;1;805;11
168065;6;99.9;2050;8.0;"";3;1;1047;11
168109;4;99.9;1042;8.0;"{""onu_type"":""HG260""}";6;1;805;11
168114;5;119.9;4205;8.0;"{""onu_type"":""HG260""}";4;1;805;11
168123;4;99.9;1042;8.0;"{""onu_type"":""HG260""}";8;1;805;11
168159;12;0.0;2050;8.0;"{""onu_type"":""HG260""}";2;1;1047;11
168161;7;119.9;4205;8.0;"{""onu_type"":""HG260""}";24;4;805;11
168183;7;119.9;1283;8.0;"";18;3;1047;9
168208;9;119.9;1081;8.0;"{""onu_type"":""HG260""}";24;1;805;95
168273;5;119.9;1001;8.0;"{""onu_type"":""HG260""}";24;3;805;9
168292;6;149.9;1279;8.0;"{""onu_type"":""5506-01-A1""}";21;3;805;9
168293;6;119.9;1283;8.0;"{""onu_type"":""HG260""}";16;4;805;9
168347;7;119.9;1283;8.0;"";6;1;1047;9
168404;7;119.9;2007;8.0;"{""interface"":""gpon-onu_1\/7\/11:23"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""5010m""}";29;4;1122;11
168423;5;119.9;4205;8.0;"{""onu_type"":""HG260""}";10;2;805;11
168445;10;139.9;695;8.0;"";20;1;1122;9
168450;5;29.9;509;7.0;"";4;1;890;9
168485;5;119.9;4290;7.0;"{""interface"":""gpon-onu_1\/7\/5:37"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""9012m""}";5;3;1122;11
168492;4;139.9;695;8.0;"";12;3;805;9
168504;14;29.9;509;7.0;"";3;1;890;9
168507;4;19.9;507;8.0;"";6;0;805;11
168522;5;139.9;695;8.0;"";19;1;805;9
168523;5;119.9;4205;8.0;"{""onu_type"":""HG260""}";25;1;805;11
168579;7;119.9;4290;8.0;"{""interface"":""gpon-onu_1\/8\/11:1"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""1282m""}";25;2;1122;11
168586;5;119.9;1281;8.0;"";8;1;805;9
168650;5;139.9;527;8.0;"";8;2;890;9
168661;7;29.9;509;8.0;"";12;2;805;9
168703;7;139.9;4204;8.0;"";17;2;805;14
168739;4;99.9;1042;8.0;"{""onu_type"":""HG260""}";3;1;805;11
168773;7;119.9;1283;8.0;"";8;1;1047;9
168775;4;109.9;4283;8.0;"";7;1;890;11
168779;6;139.9;629;8.0;"";5;2;1122;9
168780;4;139.9;4204;8.0;"";6;1;805;11
168790;10;119.9;1283;8.0;"";17;3;1047;9
168823;93;109.9;4283;8.0;"";34;3;890;14
168824;9;169.9;442;7.0;"";15;2;890;9
168836;4;139.9;629;8.0;"{""interface"":""gpon-onu_1\/2\/8:77"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""1016m""}";5;1;1122;11
168840;6;139.9;629;8.0;"";16;3;1122;9
168851;4;99.9;1268;6.0;"";25;7;1015;11
168853;5;109.9;4283;8.0;"";2;1;948;11
168859;7;109.9;430;8.0;"";6;2;890;9
168865;5;139.9;4323;8.0;"{""interface"":""gpon-onu_1\/8\/9:32"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""1486m""}";8;1;1122;11
168869;4;139.9;695;8.0;"{""onu_type"":""AN5506-01-A1""}";6;2;805;11
168871;7;139.9;527;8.0;"";5;1;890;9
168880;4;119.9;1283;8.0;"{""model"":""5506-01-A1""}";14;3;1047;11
168895;5;139.9;4372;8.0;"{""interface"":""gpon-onu_1\/13\/10:5"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""6260m"",""ont_rx_power"":-21.45,""rx_signal"":-17.612}";13;2;805;11
168912;9;169.9;656;8.0;"";11;1;805;9
168919;6;139.9;4323;8.0;"{""interface"":""gpon-onu_1\/8\/11:7"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""1485m""}";10;1;1122;11
168922;7;109.9;4295;8.0;"";4;1;805;11
168924;7;139.9;527;8.0;"";21;4;890;9
168933;5;109.9;4283;8.0;"";13;3;890;11
168934;14;139.9;4286;8.0;"";2;1;890;9
168935;4;119.9;1283;8.0;"{""onu_type"":""5506-01-B1""}";20;2;1047;11
168943;4;119.9;1283;8.0;"{""interface"":""gpon-onu_1\/8\/13:48"",""onu_type"":""ZTE-F680\r"",""state"":""working"",""distance"":""9173m""}";13;2;1047;13
168945;4;119.9;1081;8.0;"";10;2;805;9
168948;4;119.9;1081;8.0;"[]";5;1;805;11
168953;4;139.9;695;8.0;"{""interface"":""gpon-onu_1\/2\/9:88"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""4369m""}";28;5;805;11
168961;5;139.9;629;8.0;"";9;3;1122;9
168966;4;139.9;4323;8.0;"{""interface"":""gpon-onu_1\/7\/4:25"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""8851m""}";6;2;1122;11
168969;7;139.9;629;8.0;"";22;2;1122;9
168972;7;139.9;629;8.0;"";15;2;1122;9
168973;4;119.9;655;8.0;"{""onu_type"":""AN5506-01-A1""}";6;1;805;11
168976;9;99.9;4203;8.0;"{""onu_type"":""HG260""}";5;1;805;11
168979;4;139.9;527;8.0;"{""interface"":""gpon-onu_1\/2\/15:66"",""onu_type"":""F670LV1.1.01\r"",""state"":""working"",""distance"":""3108m"",""ont_rx_power"":-30.306,""rx_signal"":-25.088}";5;3;890;11
168980;9;99.9;4203;8.0;"{""onu_type"":""HG260""}";5;1;805;11
168981;6;119.9;2007;8.0;"[]";8;1;979;11
168982;4;139.9;695;8.0;"{""interface"":""gpon-onu_1\/2\/2:15"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""2592m"",""ont_rx_power"":-26.777,""rx_signal"":-30}";12;4;805;11
168983;5;139.9;4204;8.0;"";6;1;805;9
168986;5;139.9;527;8.0;"";2;1;890;11
168990;5;169.9;442;8.0;"";0;0;890;9
168991;7;119.9;4205;8.0;"{""onu_type"":""5506-01-A1""}";12;2;805;11
168993;14;139.9;4204;8.0;"";1;1;805;11
168995;10;0.0;4343;8.0;"{""interface"":""gpon-onu_1\/4\/10:35"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""6034m""}";2;1;1122;11
168996;4;139.9;4204;8.0;"";4;1;805;9
168999;9;139.9;4326;8.0;"{""onu_type"":""AN5506-01-A1""}";5;2;805;11
169000;5;139.9;527;8.0;"";5;3;890;9
169001;4;119.9;655;8.0;"";18;1;805;11
169002;5;139.9;527;8.0;"{""interface"":""gpon-onu_1\/2\/16:83"",""onu_type"":""F601\r"",""state"":""working"",""distance"":""950m"",""ont_rx_power"":-25.446,""rx_signal"":-23.012}";3;1;890;11
169003;5;119.9;2007;8.0;"{""onu_type"":""5506-01-A1""}";9;1;1047;11
169006;4;119.9;1283;8.0;"";10;3;1047;9
169007;4;109.9;4283;8.0;"";8;2;890;11
169009;9;139.9;4326;8.0;"{""onu_type"":""AN5506-01-A1""}";4;1;805;11
169010;7;119.9;4205;8.0;"{""onu_type"":""HG260""}";10;2;805;11
169011;7;139.9;527;8.0;"{""interface"":""gpon-onu_1\/8\/11:106"",""onu_type"":""F670LV1.1.01\r"",""state"":""working"",""distance"":""5395m"",""ont_rx_power"":-26.777,""rx_signal"":-22.598}";3;1;890;11
169014;4;139.9;527;8.0;"";12;3;890;9
169015;5;119.9;4205;8.0;"{""onu_type"":""HG260""}";14;2;805;11
169018;9;119.9;1283;8.0;"";8;2;1047;9
169019;4;139.9;527;8.0;"{""interface"":""gpon-onu_1\/3\/7:2"",""onu_type"":""ZTE-F670L\r"",""state"":""working"",""distance"":""2278m"",""ont_rx_power"":-27.543,""rx_signal"":-23.188}";13;2;890;11
169024;7;139.9;629;8.0;"";1;1;1122;9
169025;5;109.9;430;8.0;"";3;1;890;9
169026;9;139.9;629;8.0;"";14;2;1122;9
169029;7;169.9;441;8.0;"";2;1;805;9
169030;12;139.9;629;8.0;"";8;1;1122;9
169034;5;169.9;450;8.0;"";13;2;805;9
169037;7;139.9;527;8.0;"{""interface"":""gpon-onu_1\/5\/6:54"",""onu_type"":""F670LV1.1.01\r"",""state"":""DyingGasp"",""distance"":""2989m"",""ont_rx_power"":0,""rx_signal"":0}";12;1;890;14
169038;7;99.9;2050;8.0;"{""onu_type"":""HG260""}";9;2;1047;11
169039;7;139.9;4286;8.0;"";26;3;890;9
169041;4;139.9;527;8.0;"";6;2;890;9
169043;5;139.9;4204;8.0;"{""interface"":""gpon-onu_1\/13\/10:52"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""1829m""}";8;1;805;11
169044;5;139.9;4323;8.0;"{""interface"":""gpon-onu_1\/3\/6:87"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""5316m""}";10;2;1122;11
169045;7;139.9;4204;8.0;"";2;1;805;9
169046;4;119.9;1081;8.0;"{""onu_type"":""5506-01-A1""}";11;1;805;11
169047;5;139.9;4372;8.0;"{""interface"":""gpon-onu_1\/1\/6:76"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""6067m""}";7;1;805;11
169048;4;139.9;695;8.0;"{""onu_type"":""AN5506-01-A1""}";7;3;805;11
169052;7;109.9;430;8.0;"";4;2;890;9
169053;10;139.9;629;8.0;"";6;1;1122;9
169055;4;119.9;655;8.0;"{""onu_type"":""AN5506-01-A1""}";5;2;805;11
169057;5;139.9;527;8.0;"{""interface"":""gpon-onu_1\/8\/7:20"",""onu_type"":""F601\r"",""state"":""working"",""distance"":""8391m"",""ont_rx_power"":-24.698,""rx_signal"":-20.13}";12;2;890;11
169058;6;119.9;2007;8.0;"{""onu_type"":""HG260""}";17;2;1047;11
169059;5;119.9;1081;8.0;"";4;1;805;9
169060;7;119.9;1081;8.0;"{""onu_type"":""5506-01-A1""}";9;3;805;9
169062;7;139.9;530;8.0;"";6;4;890;9
169067;5;139.9;629;8.0;"";6;2;1122;9
169074;9;139.9;695;8.0;"{""onu_type"":""AN5506-01-A1""}";19;1;805;95
169075;4;139.9;629;8.0;"[]";4;2;1015;9
169076;14;29.9;509;8.0;"";9;2;890;9
169079;14;139.9;527;8.0;"";11;2;890;9
169081;4;99.9;1043;8.0;"{""onu_type"":""5506-01-B1""}";6;2;1047;11
169082;5;139.9;527;8.0;"";9;3;890;9
169084;7;139.9;527;8.0;"";3;1;948;11
169087;7;119.9;1283;8.0;"{""onu_type"":""5506-01-B1""}";9;2;1047;9
169088;7;139.9;527;8.0;"";4;1;890;9
169091;6;139.9;4323;8.0;"";12;2;1122;9
169092;5;139.9;527;8.0;"{""interface"":""gpon-onu_1\/8\/7:14"",""onu_type"":""F601\r"",""state"":""working"",""distance"":""7679m"",""ont_rx_power"":-21.488,""rx_signal"":-18.23}";7;1;890;11
169094;6;99.9;2050;8.0;"{""onu_type"":""HG260""}";10;1;1047;11
169095;7;139.9;527;8.0;"";36;1;890;14
169097;4;169.9;442;8.0;"";3;2;890;9
169098;7;139.9;527;8.0;"";25;4;890;9
169101;7;119.9;1081;8.0;"{""onu_type"":""5506-01-B1""}";23;1;805;13
169103;4;139.9;527;8.0;"";32;2;805;9
169107;5;139.9;695;8.0;"";5;2;805;9
169112;5;139.9;527;8.0;"";5;2;890;11
169115;7;139.9;4323;8.0;"{""model"":""HG260"",""temperature"":""41.34"",""voltage"":""3.26"",""rx_signal"":""-21.61"",""tx_signal"":""-24.31""}";9;2;1122;11
169117;4;139.9;527;8.0;"";9;5;890;9
169122;7;139.9;527;8.0;"";5;1;890;9
169126;11;139.9;4326;8.0;"{""interface"":""gpon-onu_1\/2\/2:100"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""1596m"",""ont_rx_power"":-21.649,""rx_signal"":-20.4}";5;1;805;11
169127;9;139.9;4326;8.0;"{""interface"":""gpon-onu_1\/2\/3:41"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""2956m"",""ont_rx_power"":-24.609,""rx_signal"":-22.07}";6;1;805;11
169129;9;119.9;1081;8.0;"";5;1;805;9
169130;4;99.9;1042;8.0;"{""onu_type"":""5506-01-B1""}";9;1;805;11
169132;10;139.9;695;8.0;"";13;2;1052;9
169138;9;119.9;4205;8.0;"[]";6;1;805;11
169139;5;139.9;4323;8.0;"{""interface"":""gpon-onu_1\/8\/8:103"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""1548m""}";9;1;1122;11
169144;4;19.9;507;8.0;"";3;1;890;9
169145;6;119.9;1283;8.0;"{""onu_type"":""5506-01-A1""}";22;2;1047;9
169148;9;139.9;4286;8.0;"{""interface"":""gpon-onu_1\/1\/15:56"",""onu_type"":""BRIGDE\r"",""state"":""working"",""distance"":""791m"",""ont_rx_power"":-21.4,""rx_signal"":-21.872}";15;3;890;11
169154;5;139.9;527;8.0;"{""interface"":""gpon-onu_1\/7\/4:37"",""onu_type"":""F601\r"",""state"":""working"",""distance"":""4953m"",""ont_rx_power"":-26.162,""rx_signal"":-21.13}";17;6;890;11
169157;5;139.9;527;8.0;"{""interface"":""gpon-onu_1\/4\/12:91"",""onu_type"":""ZTE-F670L\r"",""state"":""DyingGasp"",""distance"":""2908m"",""ont_rx_power"":0,""rx_signal"":0}";14;2;890;9
169164;4;139.9;629;8.0;"{""interface"":""gpon-onu_1\/8\/9:34"",""onu_type"":""ZTE-F670L\r"",""state"":""working"",""distance"":""1666m""}";20;3;1122;11
169166;4;139.9;629;8.0;"";20;5;1122;9
169170;7;139.9;532;8.0;"";18;3;805;9
169172;7;169.9;442;8.0;"";6;1;890;9
169173;9;139.9;4372;8.0;"{""interface"":""gpon-onu_1\/2\/4:116"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""3611m"",""ont_rx_power"":-24.179,""rx_signal"":-22.922}";6;3;805;11
169179;7;139.9;4204;8.0;"";10;1;805;11
169181;4;119.9;1001;8.0;"{""onu_type"":""5506-01-A1""}";13;2;805;11
169182;5;139.9;629;8.0;"{""onu_type"":""AN5506-01-A1""}";23;4;1122;9
169188;7;139.9;4204;8.0;"";16;3;805;11
169194;9;139.9;4286;8.0;"";11;2;890;9
169195;93;139.9;629;8.0;"";10;2;1122;9
169198;7;119.9;4205;8.0;"{""onu_type"":""HG260""}";7;1;805;11
169200;4;119.9;1081;8.0;"";13;5;805;9
169201;4;139.9;527;8.0;"";24;3;890;9
169202;9;119.9;2007;8.0;"{""onu_type"":""5506-01-A1""}";18;2;1047;11
169206;7;119.9;1283;8.0;"{""onu_type"":""HG260""}";11;3;1047;9
169207;7;139.9;4286;8.0;"{""interface"":""gpon-onu_1\/1\/14:1"",""onu_type"":""F601\r"",""state"":""working"",""distance"":""949m"",""ont_rx_power"":-22.09,""rx_signal"":-19.172}";21;3;890;11
169210;4;109.9;4283;8.0;"{""interface"":""gpon-onu_1\/4\/2:121"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""2640m"",""ont_rx_power"":-19.952,""rx_signal"":-18.502}";11;3;890;11
169215;5;139.9;527;8.0;"{""interface"":""gpon-onu_1\/6\/1:20"",""onu_type"":""F601\r"",""state"":""working"",""distance"":""4782m"",""ont_rx_power"":-22.612,""rx_signal"":-21.8}";9;2;890;11
169216;7;119.9;2007;8.0;"";15;1;947;11
169218;5;169.9;442;8.0;"";51;1;890;9
169221;9;139.9;629;8.0;"";35;1;1015;95
169224;9;139.9;629;8.0;"";4;2;1015;9
169225;5;139.9;629;8.0;"";3;1;1122;9
169226;5;139.9;4372;8.0;"{""interface"":""gpon-onu_1\/2\/3:102"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""1523m"",""ont_rx_power"":-27.212,""rx_signal"":-23.97}";14;1;805;11
169227;6;139.9;4323;8.0;"{""interface"":""gpon-onu_1\/2\/15:69"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""3254m""}";5;1;1122;11
169230;5;119.9;1283;8.0;"";12;2;1047;9
169231;6;119.9;1081;8.0;"{""onu_type"":""HG260""}";7;2;805;9
169232;7;139.9;527;8.0;"{""interface"":""gpon-onu_1\/1\/5:8"",""onu_type"":""F670LV1.1.01\r"",""state"":""working"",""distance"":""2760m"",""ont_rx_power"":-26.382,""rx_signal"":-23.188}";20;1;890;95
169233;6;119.9;2007;8.0;"{""onu_type"":""5506-01-A1""}";21;2;1047;11
169235;7;139.9;629;8.0;"[]";42;1;947;95
169236;9;119.9;2007;8.0;"{""onu_type"":""5506-01-B1""}";10;1;1047;11
169237;4;139.9;527;8.0;"{""interface"":""gpon-onu_1\/3\/15:51"",""onu_type"":""F670LV1.1.01\r"",""state"":""working"",""distance"":""3588m"",""ont_rx_power"":-26.526,""rx_signal"":-22.078}";17;2;890;11
169240;4;139.9;527;8.0;"{""interface"":""gpon-onu_1\/4\/10:72"",""onu_type"":""ZTE-F601\r"",""state"":""LOS"",""distance"":""2818m"",""ont_rx_power"":0,""rx_signal"":0}";9;4;890;11
169242;4;119.9;655;8.0;"{""onu_type"":""AN5506-01-A1""}";8;1;805;11
169249;7;169.9;442;8.0;"{""interface"":""gpon-onu_1\/4\/10:67"",""onu_type"":""F670LV1.1.01\r"",""state"":""working"",""distance"":""2887m"",""ont_rx_power"":-26.027,""rx_signal"":-26.022}";25;6;890;9
169253;4;139.9;4286;8.0;"";6;1;890;9
169255;14;139.9;527;8.0;"{""interface"":""gpon-onu_1\/8\/1:32"",""onu_type"":""ZTE-F670LV1.1.01\r"",""state"":""DyingGasp"",""distance"":""6666m"",""ont_rx_power"":0,""rx_signal"":0}";20;1;890;95
169258;4;119.9;1283;8.0;"{""onu_type"":""5506-01-A1""}";7;1;1047;11
169259;4;139.9;4204;8.0;"";2;1;805;11
169260;4;139.9;527;8.0;"";9;4;890;9
169261;7;139.9;527;8.0;"";54;4;890;11
169268;4;99.9;1042;8.0;"{""onu_type"":""5506-01-A1""}";7;1;805;11
169270;4;139.9;534;8.0;"";6;3;805;9
169271;4;169.9;442;8.0;"{""interface"":""gpon-onu_1\/4\/14:39"",""onu_type"":""F680V6.0.03\r"",""state"":""working"",""distance"":""3334m"",""ont_rx_power"":-24.365,""rx_signal"":-21.55}";3;2;890;11
169273;5;119.9;4290;8.0;"{""interface"":""gpon-onu_1\/3\/3:82"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""3455m""}";5;1;1122;11
169275;4;139.9;629;8.0;"{""interface"":""gpon-onu_1\/6\/9:24"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""8717m""}";12;5;1122;11
169277;4;169.9;442;8.0;"{""interface"":""gpon-onu_1\/3\/1:52"",""onu_type"":""F670LV1.1.01\r"",""state"":""working"",""distance"":""311m"",""ont_rx_power"":-21.864,""rx_signal"":-17.852}";3;1;890;11
169279;4;119.9;1081;8.0;"{""onu_type"":""5506-01-A1""}";14;1;805;11
169281;11;139.9;4204;8.0;"{""interface"":""gpon-onu_1\/12\/4:17"",""onu_type"":""ZTE-F601V6.0\r"",""state"":""working"",""distance"":""1767m""}";22;2;805;11
169283;5;119.9;2007;8.0;"{""onu_type"":""5506-01-B1""}";15;1;1047;11
169284;9;99.9;4203;8.0;"{""onu_type"":""5506-01-A1""}";1;1;805;11
169287;9;109.9;4283;8.0;"{""interface"":""gpon-onu_1\/6\/3:76"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""2249m"",""ont_rx_power"":-25.883,""rx_signal"":-23.372}";2;1;890;11
169289;4;139.9;534;8.0;"";18;2;805;9
169290;4;119.9;1081;8.0;"{""onu_type"":""HG260""}";13;1;805;11
169292;4;139.9;629;8.0;"{""interface"":""gpon-onu_1\/1\/15:13"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""1250m""}";15;1;805;11
169294;7;139.9;695;8.0;"{""onu_type"":""AN5506-01-A1""}";11;3;805;9
169303;4;119.9;1081;8.0;"{""onu_type"":""HG260""}";13;1;805;11
169306;4;139.9;629;8.0;"[]";13;1;1122;14
169310;4;139.9;4204;8.0;"";28;4;805;11
169311;7;139.9;527;8.0;"{""interface"":""gpon-onu_1\/4\/8:63"",""onu_type"":""F670LV1.1.01\r"",""state"":""LOS"",""distance"":""2873m"",""ont_rx_power"":0,""rx_signal"":0}";5;2;890;11
169313;4;139.9;4286;8.0;"";14;3;890;11
169315;7;139.9;527;8.0;"{""interface"":""gpon-onu_1\/2\/8:30"",""onu_type"":""F670LV1.1.01\r"",""state"":""working"",""distance"":""4179m"",""ont_rx_power"":-28.077,""rx_signal"":-23.188}";11;1;890;11
169319;4;139.9;527;8.0;"{""interface"":""gpon-onu_1\/6\/1:23"",""onu_type"":""F670LV1.1.01\r"",""state"":""DyingGasp"",""distance"":""4071m"",""ont_rx_power"":0,""rx_signal"":0}";11;6;890;11
169320;5;139.9;629;8.0;"";16;5;1122;9
169322;4;139.9;629;8.0;"{""interface"":""gpon-onu_1\/2\/13:27"",""onu_type"":""ZTE-F601\r"",""state"":""DyingGasp"",""distance"":""2726m""}";18;1;1122;95
169325;5;139.9;527;8.0;"";9;1;890;11
169326;4;139.9;527;8.0;"";7;2;890;9
169328;5;139.9;629;8.0;"";13;2;1122;9
